Afrika	Africa
Ilisserut:User da-3	Template:Utente da-3
Sumut atassuseq:User ru	Categoria:Utenti ru
Sumut atassuseq:User ru-3	Categoria:Utenti ru-3
Sumut atassuseq:User sv-N	Categoria:Utenti sv-M
Sumut atassuseq:User uk-3	Categoria:Utenti uk-3
Ilisserut:Lang	Template:Lang
Ilisserut:Andorra	Template:AND
Sumut atassuseq:Frankrigimi kommuneqarfik	Categoria:Regioni della Francia
Ilisserut:Chile	Template:CHL
Sumut atassuseq:Kenya	Categoria:Kenya
Sumut atassuseq:Libya	Categoria:Libia
Sumut atassuseq:Madagascar	Categoria:Madagascar
Ilisserut:Franskit Nunaanni Kommuneqarfiit	Template:Regioni e territori della Francia
Ilisserut:User pt	Template:Utente pt
Ilisserut:User ru-1	Template:Utente ru-1
Sumut atassuseq:Uganda	Categoria:Uganda
Sumut atassuseq:User zh-2	Categoria:Utenti zh-2
Sumut atassuseq:Bahrain	Categoria:Bahrein
Sumut atassuseq:Syria	Categoria:Siria
Sumut atassuseq:Korea Avannarleq	Categoria:Corea del Nord
Sumut atassuseq:Qatar	Categoria:Qatar
Sumut atassuseq:Kuwait	Categoria:Kuwait
Sumut atassuseq:Lebanon	Categoria:Libano
Sumut atassuseq:Oman	Categoria:Oman
Sumut atassuseq:United Arab Emirates	Categoria:Emirati Arabi Uniti
Sumut atassuseq:Jordan	Categoria:Giordania
Sumut atassuseq:Bosnia-Hercegovina	Categoria:Bosnia ed Erzegovina
Sumut atassuseq:Norge	Categoria:Norvegia
Sumut atassuseq:Andorra	Categoria:Andorra
Sumut atassuseq:Yemen	Categoria:Yemen
Sumut atassuseq:Bolivia	Categoria:Bolivia
Sumut atassuseq:Albania	Categoria:Albania
Sumut atassuseq:Monaco	Categoria:Principato di Monaco
Sumut atassuseq:Inuup ineriartorneranik ilisimatusarneq	Categoria:Antropologia
Ilisserut:Spania	Template:ESP
Sumut atassuseq:Miluumasoq	Categoria:Animali
Sumut atassuseq:Arferit	Categoria:Cetacei
Sumut atassuseq:Colombia	Categoria:Colombia
Sumut atassuseq:Nalunaarasuartaaseriveqarneq	Categoria:Telecomunicazioni
Sumut atassuseq:Angallassissutit	Categoria:Trasporti
Sumut atassuseq:Taparneq	Categoria:Danza
Sumut atassuseq:Qalasersuaq Kujalleq	Categoria:Antartide
Sumut atassuseq:Amerika Avannarleq	Categoria:America settentrionale
Sumut atassuseq:Oceania	Categoria:Oceania
Sumut atassuseq:Nuuk	Categoria:Nuuk
Sumut atassuseq:Peqqinneq	Categoria:Salute
Trojany	Trojany
Sumut atassuseq:Savalimmiut	Categoria:Fær Øer
Ilisserut:Belgia	Template:BEL
Ilisserut:Image label begin	Template:Etichetta immagine inizio
Sumut atassuseq:User en-1	Categoria:Utenti en-1
Sumut atassuseq:User de-1	Categoria:Utenti de-1
Sumut atassuseq:User da-N	Categoria:Utenti da-M
Ilisserut:Userbox-level	Template:Userbox-level
Nacka	Nacka
Immikkut:Seneste ændringer	Speciale:UltimeModifiche
