非洲	Africa
甲氨喋呤	Metotrexato
性賀爾蒙	Ormone sessuale
卟啉	Porfirina
脒	Ammidine
私立學校	Scuola privata
NANA	Nana (manga)
廣府人	Cantonesi
忽得	Metaqualone
庚醣	Eptoso
顯著性差異	Significatività
攀枝花	Panzhihua
瀘州	Luzhou
光榮會	'Ndrangheta
眼 (搞清楚)	EYE
德陽	Deyang
綿陽	Mianyang
廣元	Guangyuan
忌廉芝士	Philadelphia (formaggio)
滴露	Cloroxilenolo
遂寧	Suining
內江	Neijiang
樂山	Leshan
南充	Nanchong
眉山	Meishan
奄列飯	Omurice
宜賓	Yibin
廣安	Guang'an
食油	Olio alimentare
達州	Dazhou
雅安	Ya'an
265	265 (numero)
85	85 (numero)
10000	10000
阿富汗伊斯蘭酋長國	Emirato islamico dell'Afghanistan
紫羅蘭色	Viola (colore)
Die Happy	Die Happy
苦瓜	Momordica charantia
擴展元素周期表	Tavola periodica degli elementi estesa
登別市	Noboribetsu
羅拔圖卡路士	Roberto Carlos da Silva
歌頓布豬扒	Cordon bleu
士叻	Gommalacca
後漢書	Libro degli Han posteriori
128	128 (numero)
現場直播	Diretta televisiva
蛇鵰	Spilornis cheela
74式坦克	Type 74
牌子	Marca (marketing)
SUNRISE日本/HORIZON	Sunrise Nippon/Horizon
鐵板燒	Teppanyaki
妥拉節	Simchat Torah
369	369 (numero)
CD-ROM (網絡用語)	Lurker
佐治·華盛頓大學	George Washington University
AMD處理器一覽	Microprocessori AMD
27	27 (numero)
朴勝羲	Park Seung-Hi
.eh	.eh
.sj	.sj
.yu	.yu
.bv	.bv
.gb	.gb
.tp	.tp
阮福晈	Minh Mạng
35	35 (numero)
阿勒泰坦克	Altay (carro armato)
.dd	.dd
64	64 (numero)
99	99 (numero)
湯瑪仕·莊·屈臣	Thomas J. Watson
An	AN
李亨澤	Hyung-Taik Lee
夏格維斯	Owen Hargreaves
姚德芬	Yao Defen
BTW	BTW
大衞賓治	Dave Bing
Stub	Stub
Ghosts	Ghosts
榴彈	Grenade
邵逸夫	Run Run Shaw
芮克·馬查爾	Riek Machar
桑塔納	Manuel Santana
曾志偉	Eric Tsang
古喬內	Bob Guccione
方勵之	Fang Lizhi
李秉喆	Lee Byung-chul
王玥	Wang Yue
孔令輝	Kong Linghui
108	108 (numero)
101	101 (numero)
錫紙	Alluminio per confezionamento
阮福明	Hàm Nghi
中國鋁業	Aluminum Corporation of China Limited
A 門多薩	Alvin Mendoza
當埃斯利	Donn Eisele
方濟各	Papa Francesco
查理斯貝爾	Charles Bell (medico)
盲點	Blind Spot
LCM	LCM
NHM	NHM
PTU (搞清楚)	PTU
O4	O4
Warrant	Warrant (disambigua)
恐鳥	Dinornithidae
阿隆比漢	Alain Perrin
李慧芝	Janet Lee
Riya	Riya
龔如心	Nina Wang
何超儀	Josie Ho
若瑟基阿倫卡	José de Alencar
胡娜	Hu Na
李慧詩	Lee Wai Sze
真鱷龜	Macrochelys temminckii
月球坑觀測同感測衛星	Lunar Crater Observation and Sensing Satellite
2038年問題	Bug dell'anno 2038
仇恨罪行	Crimini d'odio
鐵蓮花	Tirapugni
1991年FIFA女子世界盃	Campionato mondiale di calcio femminile 1991
依路	Iloilo
羅臣鮑亞集團	Rosenbauer
謝拉特	Steven Gerrard
海蛇科	Hydrophiinae
歷史主義	Storicismo
吊頸 (遊戲)	L'impiccato
語料庫	Corpus
戴高樂號航空母艦	Charles de Gaulle (R 91)
燒嘢食	Grigliata
加拿大廣播公司	CBC (azienda)
景海鵬	Jing Haipeng
唐山地震	Terremoto di Tangshan del 1976
猛龍過江	L'urlo di Chen terrorizza anche l'occidente
唐詩三百首	Trecento poesie Tang
安條克一世 (科馬基尼)	Antioco I di Commagene
尼米茲號航空母艦	USS Nimitz
蘇聖瑪麗 (安省)	Sault Sainte Marie (Canada)
史提夫史密夫	Steve Smith (cestista)
達曼	Daman
遊戲王系列角色一覽	Personaggi di Yu-Gi-Oh!
重陽	Giorno dei crisantemi
鄧麗君	Teresa Teng
加布里勒明特	Gabriele Münter
閔茲暎	Myeongseong di Joseon
黃眞伊	Hwang Jin-yi
許瑋倫	Beatrice Hsu
鄭秀晶	Krystal (cantante)
王菲	Wang Fei
阮福昭	Thành Thái
詩經	Shijing
阮福晃	Duy Tân
勝利勳章	Ordine della Vittoria
秋瑾	Qiu Jin
崇禮門	Namdaemun
啞鈴	Manubrio (pesistica)
阮福昊	Kiến Phúc
阮福昇	Hiệp Hòa
連恩·麥哥士基亞	William Thomas Cosgrave
天際	Skyline
賦格藝術	L'arte della fuga
黛勿莎	Diya Mirza
鉿嘅同位素	Isotopi dell'afnio
永恆嘅收尾	La fine dell'eternità
瑪莉崔佛斯	Mary Travers (cantante)
嫦娥	Ch'ang Ô
羅蕙錫	Rha Hye-Sok
鍾欣潼	Gillian Chung
南非海狗	Arctocephalus pusillus
氫嘅同位素	Isotopi dell'idrogeno
氦嘅同位素	Isotopi dell'elio
阮福時	Tự Đức
婆羅米系文字	Famiglia di scritture Brahmi
尤塞夫	Ovadia Yosef
勝利十一人系列	Pro Evolution Soccer (serie)
孟獲	Meng Huo
大佬 (遊戲)	Boss (videogiochi)
波爾札奴-維爾斯打拉斯定理	Teorema di Bolzano-Weierstrass
瓷磚	Piastrella
原告	Attore (diritto)
鋰嘅同位素	Isotopi del litio
姬旦	Zhou Gong
阮福昶	Khải Định
徐晃	Xu Huang
陳日君	Joseph Zen Ze-kiun
Scott Lipsky	Scott Lipsky
劉旺	Liu Wang
Val Avery	Val Avery
米特里達梯一世	Mitridate I di Commagene
曹奐	Cao Huan
杜琪峯	Johnnie To
達里奧干卡	Darío Conca
日式糯米糍	Mochi (gastronomia)
功夫 (電影)	Kung Fusion
非洲復興像	Monumento al Rinascimento africano
卜祥志	Bu Xiangzhi
韓寒	Han Han
牛肚	Trippa
正規公理	Assioma di regolarità
石之森章太郎	Shōtarō Ishinomori
碳嘅同位素	Isotopi del carbonio
科幻片	Cinema di fantascienza
烏冬	Udon
麪豉湯	Zuppa di miso
謝長廷	Frank Hsieh
THE INTERPRETER	The Interpreter
153	153 (numero)
二次互反律	Reciprocità quadratica
奶媽	Balia
煩橙頭	The Annoying Orange
乸型	Effeminatezza
校園槍擊案	Massacro scolastico
世界記憶計劃	Memoria del mondo
口乾	Sete
車速錶	Tachimetro
RO仙境傳說-瓦爾基里之亂	Ragnarok Online
紅毛丹	Nephelium lappaceum
南非穿山甲	Manis temminckii
1974年亞洲運動會	VII Giochi asiatici
西餅	Pasticceria
101斑點狗續集：倫敦大冒險	La carica dei 101 II - Macchia, un eroe a Londra
臺南縣	Contea di Tainan
脽	Ventriglio
燈塔之行	Gita al faro
天佑沙皇	Bože, Zarja chrani!
陳肇麒	Chan Siu Ki
新山一國際機場	Aeroporto Internazionale Tan Son Nhat
圖	Immagine
氫經濟	Economia dell'idrogeno
牙帶	Trichiuridae
西貢淪陷	Caduta di Saigon
白色情人節	White Day
K-ON!	K-On!
安琦	An Qi
現代亞古斯	Hyundai Equus
河莉秀	Harisu
碼	Iarda
蘭尼	Luís Carlos Almeida da Cunha
雲達沙	Edwin van der Sar
作者	Autore
邵佳一	Shao Jiayi
巴黎聖日耳門	Paris Saint-Germain Football Club
馬甸尼	Paolo Maldini
魯賓遜漂流記	Robinson Crusoe
運動場	Stadio
Windows 98	Windows 98
H.O.T.	H.O.T.
施治	Petr Čech
日式雞肉串	Yakitori
原子質量單位	Unità di massa atomica
鑄鐵	Ghisa
維基狂歡節	Wikimania
沙治奧拉莫斯	Sergio Ramos
聖保羅地鐵	Metropolitana di San Paolo
悖論	Paradosso
內聯網	Intranet
噴水池	Fontana
亞洲運動會	Giochi asiatici
舒利亞	Alan Shearer
熨斗	Ferro da stiro
雲端	Cloud computing
遜尼派	Sunnismo
光譜學	Spettroscopia
保拉費爾南德斯	Paula Fernandes
飛躍道	Parkour
亮氨酸	Leucina
纈氨酸	Valina
Nike	Nike (azienda)
Counter-Strike Online	Counter-Strike Online
SM Entertainment	S.M. Entertainment
我哋重未知箇日睇到朵花個名	Ano Hana
浦項製鋼	POSCO
PayPal	PayPal
Führer	Führer
綠茶	Tè verde
流明	Lumen
氧化數	Stato di ossidazione
阿頭	Leadership
演繹推理	Deduzione
三更2之餃子	Three... Extremes
綠豆	Vigna radiata
歸納	Induzione
脯氨酸	Prolina
搜尋地外文明計劃	SETI
洛比桑	Luc Besson
李洪基	Lee Hong-ki
網上買賣	Commercio elettronico
Windows ME	Windows Me
西蒙和加芬克爾	Simon & Garfunkel
異亮氨酸	Isoleucina
Windows 2.0	Windows 2.0
卡里拉斯	José Carreras
組氨酸	Istidina
光頭黨	Skinhead
哥德巴赫猜想	Congettura di Goldbach
顧客關係管理	Customer relationship management
尹錫榮	Yun Suk-Young
六盤水	Liupanshui
佛朗哥 (巴西人)	Itamar Augusto Cautiero Franco
2012/13年度歐洲聯賽冠軍盃	UEFA Champions League 2012-2013
東亞日報	The Dong-a Ilbo
安順	Anshun
銅仁	Tongren
彭薩哥拉	Pensacola
畢節	Bijie
李芑	Yi Gi
朴昌善	Park Chang-Sun
山景城 (加利福尼亞州)	Mountain View (Santa Clara)
好湖	Lacus Bonitatis
大高加索山脈	Gran Caucaso
柏夫遼真高娃	Anastasija Pavljučenkova
.ni	.ni
2012年法國總統選舉	Elezioni presidenziali in Francia del 2012
烏茲別克索姆	Som uzbeko
利安定	Leonding
唱作人	Cantautore
物	Oggetto (filosofia)
第5屆俄羅斯總統選舉	Elezioni presidenziali in Russia del 2012
阿里巴巴	Alì Babà e i quaranta ladroni (fiaba)
Flock	Flock
Ancellotta	Ancellotta
釘書機	Graffettatrice
利奧波德荷夫曼	Leopold Hofmann (compositore)
DHL	DHL
江界	Kanggye
惠山	Hyesan
現代勝達	Hyundai Santa Fe
印度咖喱角	Samosa
九龍站 (首爾)	Stazione di Guryong
傲遊瀏覽器	Maxthon
海豚館	Delfinario
三星Galaxy	Samsung Galaxy
.nl	.nl
水筆	Pennarello
合眾社	United Press International
前776年	776 a.C.
前715年	715 a.C.
前753年	753 a.C.
前750年	750 a.C.
前735年	735 a.C.
中校	Tenente colonnello
前743年	743 a.C.
金剛經	Sutra del Diamante
竹絲雞	Moroseta
網上欺凌	Cyberbullismo
金庾信	Kim Yushin
黑面琵鷺	Platalea minor
青瓦台	Casa Blu
白枕鶴	Grus vipio
EXO	EXO
維珍集團	Virgin Group
李奇威	Matthew Ridgway
斑海豹	Phoca largha
復旦大學	Università Fudan
加拉塔沙雷	Galatasaray Spor Kulübü
大韓民國國軍	Daehanminguk Gukgun
T-ara	T-ara
開城工業地區	Regione industriale di Kaesong
金剛山觀光地區	Regione turistica di Kŭmgangsan
李光洙	Yi Kwang-su
張允瀞	Jang Yoon Jeong
乾衣機	Asciugatrice
曲靖	Qujing
金秀賢 (男)	Kim Soo-hyun (attore 1988)
玉溪	Yuxi
太王四神記	Tae-wangsasingi
孫延在	Son Yeon-jae
前650年	650 a.C.
保山	Baoshan (Yunnan)
動物橫町	Animal yokochō
室蘭市	Muroran
香港交易所	Borsa di Hong Kong
江別市	Ebetsu
恐狼	Canis dirus
奶粉	Latte in polvere
普洱市	Pu'er
臨滄	Lincang
司儀	Master of Ceremonies
咸陽	Xianyang
愛爾蘭足球協會	Federazione calcistica dell'Irlanda
領	Colletto (abbigliamento)
萌	Moe (slang)
吊車	Funivia aerea
紮腳	Loto d'oro
小熊維尼歷險記	Le avventure di Winnie the Pooh
韓國放送公社	Korean Broadcasting System
蛇豹獸	Serpopardo
非常盜	Now You See Me - I maghi del crimine
心口針	Spilla
前529年	529 a.C.
船東	Armatore
吉隆坡國際機場	Aeroporto Internazionale di Kuala Lumpur
玉山	Yu Shan
朱尼亞塔縣	Contea di Juniata
滑板	Monopattino
極速60秒	Fuori in 60 secondi
2004年死	Morti nel 2004
假貨	Contraffazione di marchi e brevetti
朱古力布朗尼	Brownie (gastronomia)
佳士得	Christie's
中國石油	PetroChina
妖怪	Yōkai
雀巢咖啡	Nescafé
道徹斯特	Dorchester (Dorset)
朝鮮日治時期	Corea sotto il dominio giapponese
Chris Pratt	Chris Pratt
生魚	Channidae
街燈	Illuminazione pubblica
甘比爾群島	Isole Gambier
黑凱門鱷	Melanosuchus niger
水鼠耳蝠	Myotis daubentonii
太陽劇團	Cirque du Soleil
Helvetica	Helvetica
楚 (周)	Chu (stato)
新朝	Dinastia Xin
芥菜	Brassica juncea
路口	Intersezione a raso
新畿內亞鱷	Crocodylus novaeguineae
意式奶凍	Panna cotta
納豆	Nattō
北太平洋露脊鯨	Eubalaena japonica
浸親	Annegamento
風土病	Endemia
碧姬公主	Principessa Peach
嬰兒車	Passeggino
砂川市	Sunagawa
Bedford Vehicles	Bedford Vehicles
升F大調	Fa diesis maggiore
中國共產黨中央書記處	Segreteria del Partito Comunista Cinese
Messenger Plus! Live	Messenger Plus! Live
Se canta	Se chanto
累進稅	Progressività
印尼炒飯	Nasi goreng
聯合車站 (多倫多)	Union Station (Toronto)
霹靂椒	Piri piri
呂佐夫志願軍	Lützowsches Freikorps
斑鵰鴞	Bubo africanus
Game over	Game over
銅川	Tongchuan
寶雞	Baoji
延安	Yan'an
一二八事變	Guerra di Shanghai del 1932
漢中	Hanzhong
榆林	Yulin (Shaanxi)
安康市	Ankang
商洛	Shangluo
交通	Trasporto su strada
巴斯加·調沙班	Pascal Dusapin
斗篷	Mantello (indumento)
261	261 (numero)
269	269 (numero)
中庸	Il giusto mezzo
隴南	Longnan
如心廣場	Nina Tower
平板電話	Phablet
酒凹	Fossetta
135	135 (numero)
利口樂	Ricola
前600年代	Anni 600 a.C.
137	137 (numero)
獲加	Antoine Walker
辣醬	Salsa chili
Guor Marial	Guor Marial
56	56 (numero)
頭弼	Bompresso
古平町	Furubira
風信旗	Banderuola
家鄉雞	Kentucky Fried Chicken
安努爾夫	Arnolfo (nome)
老溫	Styrax
Game over (搞清楚)	Game Over
五台山 (小行星)	7094 Godaisan
澳門國際機場	Aeroporto Internazionale di Macao
擳	Solletico
172	172 (numero)
金莎朱古力	Ferrero Rocher
斗笠	Cappello a cono di paglia
鳳	Fenghuang
聯合廣場 (三藩市)	Union Square
230	230 (numero)
朗拿度	Ronaldo
前704年	704 a.C.
前752年	752 a.C.
古天樂	Louis Koo
卡卡	Kaká
二海郡	Distretto di Futami
嘉峪關市	Jiayuguan
160	160 (numero)
金昌	Jinchang
白銀市	Baiyin
沙井	Tombino
天水	Tianshui
伊利沙伯王后號	RMS Queen Elizabeth
前1290年代	Anni 1290 a.C.
S.H.E	S.H.E
酒泉	Jiuquan
赤麂	Muntiacus muntjak
尼德蘭諺語	Proverbi fiamminghi
元華	Yuen Wah
慶陽	Qingyang
平涼	Pingliang
Chessgames.com	Chessgames.com
芳提娜芝士	Fontina
Ring	Ring
2020年代	Anni 2020
聯合愛爾蘭人會	Society of United Irishmen
89	89 (numero)
呼和浩特	Hohhot
力矩產生函數	Funzione generatrice dei momenti
流動網絡	Rete cellulare
檯布	Tovaglia
窩姆斯議會	Dieta di Worms (1521)
維多利亞	Victoria
252	252 (numero)
呼倫湖	Lago Hulun
噬魂師	Soul Eater
前766年	766 a.C.
Dada	Dada
前1270年代	Anni 1270 a.C.
洛希亞堡－洛康頓郡	Dún Laoghaire-Rathdown
前713年	713 a.C.
卡地亞	Cartier
林黛	Lin Dai
通波仔	Angioplastica
182	182 (numero)
石頭 B	Lithopedion
橙天嘉禾	Golden Harvest
258	258 (numero)
前737年	737 a.C.
英架多剌必打	Angostura (amaro)
Christian Dior (牌子)	Christian Dior (azienda)
塔拉山	Collina di Tara
76	76 (numero)
韓國足球代表隊	Nazionale di calcio della Corea del Sud
鏽紅	Ruggine (colore)
29	29 (numero)
前560年代	Anni 560 a.C.
高雲地利 (搞清楚)	Coventry (disambigua)
外高加索蘇維埃社會主義聯邦共和國	Repubblica Socialista Federativa Sovietica Transcaucasica
孟買血	Fenotipo Bombay
伊拉克戰爭	Guerra d'Iraq
魚露	Salsa di pesce
前768年	768 a.C.
遊戲王集換紙牌遊戲	Yu-Gi-Oh! (gioco di carte)
白蟻	Isoptera
173	173 (numero)
171	171 (numero)
前773年	773 a.C.
咕喱	Coolie
渣打銀行	Standard Chartered Bank
蓋爾運動協會	Gaelic Athletic Association
天拿水	Diluente nitro
柏林宣言	Dichiarazione di Berlino (2007)
Wendy's	Wendy's
耶殊何夫曼	Jerzy Hoffman
飛	Biglietto
扶綏	Contea di Fusui
痰罐	Sputacchiera
初音未來	Hatsune Miku
薄一波	Bo Yibo
雲吞	Wonton
檸檬市場	Il mercato dei limoni
Bad Pyrmont	Bad Pyrmont
劉伯明	Liu Boming
莊士敦	Reginald Fleming Johnston
PATA	Pata (musicista)
托勒密厄斯	Tolomeo di Commagene
陳雲 (中共)	Chen Yun
李雲迪	Yundi Li
迪亞比	Theyab Awana
文森林頓	Vincent Lindon
楊傳廣	Yang Chuan-kwang
Lei Clijsters	Lei Clijsters
澤田泰司	Taiji Sawada
士撻	Motorino di avviamento
灰伏翼	Hypsugo pulveratus
Category:人工智能	Categoria:Intelligenza artificiale
鞋帶	Stringa (calzature)
阿爾卡多索	Alcadozo
阿爾佩拉	Alpera
顏加拉典豪加	Alcalá del Júcar
白話字	Pe̍h-ōe-jī
阿爾沃雷亞	Alborea
阿爾瓦塔納	Albatana
阿文希夫雷	Abengibre
熒光筆	Evidenziatore
馬禮遜	Robert Morrison
Guy Forget	Guy Forget
房祖名	Jaycee Chan
諾沃克病毒	Virus di Norwalk
安娜與國王	Anna and the King
美年達	Slam (aranciata)
古鯨亞目	Archaeoceti
Link (薩爾達傳說)	Link (The Legend of Zelda)
PERSONA4	Shin Megami Tensei: Persona 4
蘇通大橋	Ponte di Sutong
擬設	Ansatz
Neopets	Neopets
楓之谷	Maple Story
包頭	Baotou
淡水 (臺灣)	Tamsui
花魁	Oiran
烏海	Wuhai
赤峰	Chifeng
通遼	Tongliao
鄂爾多斯	Ordos (Mongolia Interna)
呼倫貝爾	Hulunbuir
巴彥淖爾	Baynnur
烏蘭察布	Ulaan Chab
249	249 (numero)
梧州	Wuzhou
防城港	Fangchenggang
欽州	Qinzhou
貴港	Guigang
玉林	Yulin
百色	Baise
賀州	Hezhou
河池	Hechi
來賓	Laibin
崇左	Chongzuo
218	218 (numero)
318	318 (numero)
安東尼·美臣	Anthony Mason
魯班	Lu Ban
巴拉索特	Balazote
比恩塞爾維達	Bienservida
格舍凌	Carcelén
塘蝨	Clariidae
遲發肌肉痛	Indolenzimento muscolare a insorgenza ritardata
猜枚	Morra
白腰文鳥	Lonchura striata
地氈蟒	Morelia spilota
文天祥	Wen Tianxiang
福岡	Fukuoka (disambigua)
前900年代	Anni 900 a.C.
榛果	Nocciola
前716年	716 a.C.
拉布拉多鴨	Camptorhynchus labradorius
190	190 (numero)
西餐	Cucina europea
海邊的卡夫卡	Kafka sulla spiaggia
馬蘊雯	Yunwen Ma
560	560 (numero)
八極拳	Bājíquán
瓜達爾	Gwadar
2006年世界女排大獎賽	World Grand Prix di pallavolo femminile 2006
意大利雜菜湯	Minestrone
方便	Upāya
神舟九號	Shenzhou 9
Space Oddity	Space Oddity (singolo)
Jay Rodriguez	Jay Rodriguez
Siri	Siri (software)
Keroro軍曹	Keroro
淡水河谷	Vale (azienda)
塔羅牌	Tarocchi
幸運四葉草	Cross Game
錫蘭象	Elephas maximus maximus
Endless Rain	Endless Rain
平水鏡	Livello (strumento)
霜儂機場	Aeroporto Internazionale di Shannon
灶頭	Focolare
諾丁山嘉年華會	Carnevale di Notting Hill
前860年代	Anni 860 a.C.
寶塚歌劇團	Takarazuka Revue
71	71 (numero)
救生水泡	Salvagente anulare
28	28 (numero)
粒突箱魨	Ostracion cubicus
虛擬主機	Virtual hosting
土家族	Tujia
炮仗	Miccetta
公仔戲	Teatro dei burattini
前771年	771 a.C.
英王愛德華八世	Edoardo VIII del Regno Unito
152	152 (numero)
花崗岩島	Granite Island
印度象	Elephas maximus indicus
赫特河省公國	Hutt River
德爾哈里斯	Del Harris
預後	Prognosi
社交借貸	Social lending
59	59 (numero)
化學家	Chimico
62	62 (numero)
民都魯	Bintulu
世界末日與冷酷異境	La fine del mondo e il paese delle meraviglie
SWF	Shockwave Flash
騸雞	Cappone
皮爾區教育局	Peel District School Board
95	95 (numero)
Krump	Krumping
超級馬利奧樂園2: 六個金幣	Super Mario Land 2: 6 Golden Coins
Yield	Yield
筆袋	Astuccio
新界	Nuovi Territori
民主女神	Dea della Democrazia
前729年	729 a.C.
比睿號	Hiei (incrociatore da battaglia)
正太腔	Shotacon
相關圖	Correlogramma
奧多摩町	Okutama
卜合機場	Aeroporto Bob Hope
丑 (地支)	Bufalo (zodiaco cinese)
簡奴	Nwankwo Kanu
Thou	Thou
OCZ Technology	OCZ Technology
紅頰獴	Herpestes javanicus
沖繩島	Isola di Okinawa
38	38 (numero)
舊蘭斯敦路球場	Lansdowne Road
75	75 (numero)
董棟	Dong Dong
大林豬	Hylochoerus meinertzhageni
守護甜心!	Shugo Chara!
雙重標準	Doppio standard
有限體	Campo finito
寫真集	Fotolibro
石嘴山	Shizuishan
吳忠	Wuzhong
固原	Guyuan
八桂學派	Scuola di Bagui
北京條約	Convenzione di Pechino
109	109 (numero)
福來哥	Fuleco
黑冠鵑隼	Aviceda leuphotes
技術決定論	Determinismo tecnologico
手掣 (車)	Freno di stazionamento
前790年	790 a.C.
香港迪士尼樂園	Hong Kong Disneyland
錦繡山太陽宮殿	Palazzo del sole di Kumsusan
午餐肉	Spam (carne)
103	103 (numero)
Aspiran	Aspiran
MARUI	Tokyo Marui
無理數	Numero irrazionale
中國人民解放軍空軍	Zhongguo Renmin Jiefangjun Kongjun
465	465 (numero)
中太古代	Mesoarcheano
馬祖	Isole Matsu
車臣共和國旗	Bandiera della Cecenia
王丹	Wang Dan
199	199 (numero)
灣區捷運	BART
吾爾開希	Wuerkaixi
201	201 (numero)
試管肉	Carne sintetica
天津條約	Trattati di Tientsin
浮華世界	La fiera della vanità
前697年	697 a.C.
大賦格	Grande fuga
樞紐分析表	Tabella pivot
主題關係	Ruolo semantico
托盤	Vassoio
藥房	Farmacia
1997年死	Morti nel 1997
西裝	Abito completo da uomo
鱷魚先生	Mr. Crocodile Dundee
兩輪選舉制	Ballottaggio
韋家輝	Wai Ka-Fai
廣島縣	Prefettura di Hiroshima
袖口鈕	Gemelli (ornamento)
262	262 (numero)
蘋果汁	Succo di mela
換算表	Conversione delle unità di misura
6521 Pina	6521 Pina
Wikipedia:捷徑	Wikipedia:Abbreviazioni
未來戰士	Terminator (franchise)
流動應用程式	App (smartphone)
甘氨酸	Glicina
閣仔	Loft (appartamento)
霧月政變	Colpo di Stato del 18 brumaio
房利美	Fannie Mae
班房	Aula
PowerBook	Famiglia PowerBook
基爾撞擊坑	Cratere Gale
香港足球總會	Federazione calcistica di Hong Kong
桶櫃	Commode
墨盒 (列印機)	Cartuccia (stampante)
快艇	Motoscafo
夜總會	Night club
伊夫堡	Castello d'If
聖誕咭	Cartolina natalizia
皮蛋	Uovo centenario
片花	Trailer
普拉塔河豚	Pontoporia blainvillei
捷克斯洛伐克克朗	Corona cecoslovacca
廬山	Monte Lu
態度	Atteggiamento
胡椒噴霧	Gas OC
計算	Calcolo (matematica)
心經	Sutra del Cuore
霓虹光管	Lampada al neon
鑼機	Fresatrice
沙袋鼠	Wallaby
單槓	Sbarra
吐水	Guttazione
焫雞	Saldatore (attrezzo)
慕絲	Mousse (dolce)
電子前線基金會	Electronic Frontier Foundation
謝爾曼質數	Numero primo di Sophie Germain
信貸違約掉期	Credit default swap
拉布	Ostruzionismo
滑翔	Volo a vela
麻浦大橋	Ponte Mapo
Transformer	Transformer
電子偶素	Positronio
氫彈	Bomba all'idrogeno
電氣火車	Locomotiva elettrica
食蟹海豹	Lobodon carcinophagus
果子狸	Paguma larvata
黃海南道	Sud Hwanghae
擺酒	Banchetto
明德站	Myeongdeok (metropolitana di Daegu)
替代法	Cifrario a sostituzione
王國之心II	Kingdom Hearts II
實蠅科	Tephritidae
卡通	Vignetta
VOT	Tempo di attacco della sonorità
告郎	Colón (Panamá)
45	45 (numero)
公路片	Road movie
小路	Sentiero
綠色嘅漸變	Verde foresta
白石 (大溫哥華地區)	White Rock (Columbia Britannica)
燒酒	Baijiu
庫奇馬	Leonid Kučma
花士令	Grasso (lubrificante)
熱掹插	Hot swap
第烏	Diu (città)
245	245 (numero)
同志	Compagno (politica)
古巨龜	Archelon ischyros
非洲野豬	Potamochoerus
呵叻	Nakhon Ratchasima
霍元甲 (電影)	Fearless (film 2006)
人體冷凍技術	Crionica
颱風泰培	Tifone Tip
消防水龍頭	Idrante
Paulinus Aurelianus	Paolo Aureliano
Killing 式	Forma di Killing
人科	Hominidae
開口夢	Sonniloquio
舞龍	Danza del drago
固定角色	Personaggio tipo
寵物小精靈紅版・綠版	Pokémon Rosso e Blu
夕張市	Yūbari
認股證	Warrant (finanza)
銀腳帶	Bungarus multicinctus
美食風球	Piovono polpette
任天堂DSi	Nintendo DSi
至Net奇兵	Code Lyoko
賣花女 (戲劇)	Pigmalione (Shaw)
土耳其字母	Alfabeto turco
單車泵	Pompa per bicicletta
292	292 (numero)
旅客捷運系統	Sistema ettometrico
鴨嘴帽	Berretto da baseball
加拿大日	Canada Day
失竊嘅一代	Generazione rubata
吊鹽水	Fleboclisi
菢蛋機	Incubatrice (zootecnica)
餃	Jiaozi
酒井法子	Noriko Sakai
前1000年代	Anni 1000 a.C.
夏目友人帳	Natsume degli spiriti
伊斯蘭敎史	Storia dei popoli islamici
基督	Cristo
紹納族	Shona (popolo)
卑列耶夫設計局	Beriev (azienda)
施巴斯坦·洛迪	Sebastian Rode
NV2	NV2
高貴林	Coquitlam
150	150 (numero)
寬吻凱門鱷	Caiman latirostris
孔子鳥	Confuciusornis
神惠內村	Kamoenai
新太古代	Neoarcheano
65	65 (numero)
亞庇國際機場	Aeroporto Internazionale di Kota Kinabalu
174	174 (numero)
210	210 (numero)
超級馬利奧樂園	Super Mario Land
版權侵害	Pirateria informatica
岩士唐	Armstrong
T光	Radiazione Terahertz
白銅	Cupronichel
網絡外部性	Economie di rete
前725年	725 a.C.
180	180 (numero)
老奧巴馬	Barack Obama, Sr.
香港語言學學會粵語拼音方案	Jyutping
金融機構	Ente finanziario
卡其	Cachi (colore)
肺積塵	Pneumoconiosi
新日本製鐵	Nippon Steel
訴諸無知	Argumentum ad ignorantiam
GRB 090423	GRB 090423
前744年	744 a.C.
奶油酥餅	Shortbread
119	119 (numero)
波子機	Flipper
前734年	734 a.C.
乾濕褸	Trench
白氏樹蛙	Litoria caerulea
清唇齒擦音	Fricativa labiodentale sorda
彼得、保羅與瑪莉	Peter, Paul and Mary
SIMBAD	SIMBAD
富良野市	Furano (Giappone)
掛接巴士	Autosnodato
蘇富比	Sotheby's
賓館	Ostello
苦行僧	Sadhu
濁唇齒擦音	Fricativa labiodentale sonora
拍拖	Dating
里	Lǐ
中華人民共和國主席	Presidente della Repubblica popolare cinese
深水埗區	Distretto di Sham Shui Po
拆你屋	Alley-oop
網紋長頸鹿	Giraffa camelopardalis reticulata
水龍頭	Rubinetto
爭凳仔	Sedie musicali
混合式	Misti
晚餐	Cena
新聞組	Newsgroup
克拉瑪依	Karamay
餐牌	Menù
船歌	Barcarola
老鼠夾	Trappola per topi
臨時演員	Comparsa
麪包糠	Pangrattato
柏德菲臘	Patek Philippe
紙包飲品	Tetra Pak
奧米茄	Omega (azienda)
小輪	Lancia (imbarcazione)
Stagecoach Group	Stagecoach Group
廣州地鐵	Metropolitana di Canton
客家	Hakka (popolo)
五馬分屍	Squartamento
前637年	637 a.C.
前800年代	Anni 800 a.C.
68	68 (numero)
前740年	740 a.C.
